car_type,car_model,engine_class,chassis_weight_kg,moment_of_inertia,engine_weight_kg,thruster_weight_kg,fuel_weight_kg,starting_fuel_kWh,fuel_type,energy_density_MJ_per_kg,mass_density_kg_per_L,total_thrust_kN,thrust_rear_kN,thrust_front_kN,thrust_side_kN,FOV_Threat_Count,Min_Distance_In_FOV,FOV_Density,FOV_Front_Cone_Threat_Count,Angle_Weighted_Density,Threats_Left_Sector,Threats_Right_Sector,Average_Threat_Angle_Offset,heading_deg,previous_heading_deg,test_id,test_date,assigned_by,mission_type,crew_status,navigation_mode,origin_station,destination_station,car_color,last_telemetry_message,ship_serial_number
Micro,Nimbus X1,Ion-A,700,0.8,160,109,184,257.2,PlasmaCell,6.7,1.3,44.2,26.5,13.3,4.4,1,9.275,0.797,0,0.393,1,3,73.6,253,309,CASE-9167-H,4025-12-03,Marshal Keir,commute,automated,auto,Vega Spire,Lunaris Port,Turquoise,Fuel low. Navigating around debris.,CXS-4048-FV
SUV,Vortex R7,Fusion-B,1250,1.5,286,186,251,273.0,PlasmaCell,6.7,1.3,42.5,25.5,12.8,4.2,3,6.047,0.739,0,0.863,1,1,35.5,303,151,CASE-2777-E,4025-03-07,Dr. Calix Renner,commute,automated,auto,Orryx Haven,Helion Hub,LightGreen,Power levels nominal. Adjusting trajectory.,CXS-7754-JI
Micro,Nimbus X1,Fusion-B,700,0.8,160,98,209,150.2,IonGel,5.2,1.1,53.8,32.3,16.1,5.4,1,1.555,0.765,2,0.77,0,5,60.7,163,301,CASE-2390-C,4025-05-25,Dr. Calix Renner,commute,automated,auto,Cryon Reach,Helion Hub,FireBrick,Re-routing due to unstable path.,CXS-6922-NI
Micro,Nimbus X1,Fusion-B,700,0.8,163,118,116,213.8,PlasmaCell,6.7,1.3,69.1,41.5,20.7,6.9,4,3.934,0.271,0,0.419,2,3,41.7,237,231,CASE-4911-P,4025-06-16,Captain Kael,commute,automated,auto,Helion Hub,Cryon Reach,Crimson,Clear path confirmed. Continuing cruise.,CXS-3501-LI
Sedan,Stratos M2,Ion-A,950,1.2,229,126,135,257.7,IonGel,5.2,1.1,55.3,33.2,16.6,5.5,1,9.349,0.11,1,0.02,2,4,25.0,97,249,CASE-8123-T,4025-07-26,Captain Kael,commute,automated,auto,Orryx Haven,Zenthar Relay,Gray,Power levels nominal. Adjusting trajectory.,CXS-9177-OD
SUV,Vortex R7,Ion-A,1250,1.5,305,200,224,293.8,IonGel,5.2,1.1,42.4,25.4,12.7,4.2,1,9.663,0.456,2,0.336,4,3,55.0,306,66,CASE-4991-A,4025-10-10,Captain Kael,commute,automated,auto,Vega Spire,Lunaris Port,Orchid,Clear path confirmed. Continuing cruise.,CXS-9677-KT
SUV,Vortex R7,Fusion-B,1250,1.5,293,186,276,272.8,FusionCore,8.4,1.6,54.8,32.9,16.4,5.5,2,3.877,0.87,3,0.553,2,5,17.5,65,164,CASE-5399-O,4025-06-14,Dr. Calix Renner,commute,automated,auto,Thalos Crossing,Lunaris Port,MediumSeaGreen,Clear path confirmed. Continuing cruise.,CXS-4750-NU
Micro,Nimbus X1,Plasma-A,700,0.8,157,119,163,197.7,IonGel,5.2,1.1,58.8,35.3,17.6,5.9,4,5.453,0.925,1,0.383,2,5,12.9,30,242,CASE-2230-J,4025-03-20,Elia Vorn,commute,automated,auto,Lunaris Port,Cryon Reach,MediumBlue,Clear path confirmed. Continuing cruise.,CXS-5040-TW
Sedan,Stratos M2,Ion-A,950,1.2,180,120,258,196.5,FusionCore,8.4,1.6,45.8,27.5,13.7,4.6,3,6.997,0.625,4,0.881,4,2,22.3,192,216,CASE-7848-K,4025-10-18,Commander Yulo,commute,automated,auto,Zenthar Relay,Orryx Haven,Fuchsia,Re-routing due to unstable path.,CXS-1178-MK
SUV,Vortex R7,Fusion-B,1250,1.5,283,153,175,105.1,IonGel,5.2,1.1,66.1,39.7,19.8,6.6,6,6.438,0.197,1,0.602,4,1,29.1,8,63,CASE-8044-S,4025-03-15,Captain Kael,commute,automated,auto,Cerebra Ring,Lunaris Port,LemonChiffon,Clear path confirmed. Continuing cruise.,CXS-1858-KM
SUV,Vortex R7,Fusion-B,1250,1.5,320,170,136,163.1,FusionCore,8.4,1.6,68.8,41.3,20.6,6.9,5,7.908,0.396,0,0.061,1,3,5.7,34,71,CASE-6437-L,4025-07-06,Zara Strix,commute,automated,auto,Lunaris Port,Cerebra Ring,DarkOrange,Re-routing due to unstable path.,CXS-3483-SG
Sedan,Stratos M2,Plasma-A,950,1.2,246,110,160,118.4,PlasmaCell,6.7,1.3,54.4,32.6,16.3,5.4,0,5.919,0.676,1,0.088,1,0,68.6,133,116,CASE-8939-F,4025-06-25,Elia Vorn,commute,automated,auto,Helion Hub,Orryx Haven,Bisque,Clear path confirmed. Continuing cruise.,CXS-4920-XO
Sedan,Stratos M2,Plasma-A,950,1.2,251,101,264,268.6,IonGel,5.2,1.1,49.0,29.4,14.7,4.9,2,3.97,0.68,1,0.678,4,0,3.6,301,18,CASE-3434-O,4025-03-28,Tamsin Ryx,commute,automated,auto,Lunaris Port,Vega Spire,LightSteelBlue,Fuel low. Navigating around debris.,CXS-4421-WC
Sedan,Stratos M2,Fusion-B,950,1.2,254,131,189,240.4,IonGel,5.2,1.1,63.3,38.0,19.0,6.3,7,6.699,0.337,2,0.201,2,1,29.4,133,201,CASE-8180-E,4025-04-05,Marshal Keir,commute,automated,auto,Helion Hub,Zenthar Relay,LimeGreen,Clear path confirmed. Continuing cruise.,CXS-2952-HI
Micro,Nimbus X1,Plasma-A,700,0.8,138,108,214,220.7,IonGel,5.2,1.1,66.1,39.7,19.8,6.6,1,8.71,0.619,5,0.907,2,3,4.9,320,117,CASE-2525-W,4025-01-13,Marshal Keir,commute,automated,auto,Cerebra Ring,Vega Spire,Peru,Power levels nominal. Adjusting trajectory.,CXS-5134-ZM
Sedan,Stratos M2,Ion-A,950,1.2,245,101,103,143.3,FusionCore,8.4,1.6,47.2,28.3,14.2,4.7,7,6.291,0.542,2,0.688,0,4,9.7,0,15,CASE-7357-T,4025-12-11,Commander Yulo,commute,automated,auto,Helion Hub,Vega Spire,Silver,Clear path confirmed. Continuing cruise.,CXS-1819-SM
Sedan,Stratos M2,Plasma-A,950,1.2,215,100,213,176.3,FusionCore,8.4,1.6,62.7,37.6,18.8,6.3,3,7.621,0.353,2,0.889,2,3,83.7,104,61,CASE-8300-W,4025-04-21,Dr. Calix Renner,commute,automated,auto,Orryx Haven,Lunaris Port,PeachPuff,Re-routing due to unstable path.,CXS-1497-RB
SUV,Vortex R7,Fusion-B,1250,1.5,272,140,122,245.0,IonGel,5.2,1.1,58.2,34.9,17.5,5.8,1,4.546,0.129,2,0.974,0,5,5.7,143,144,CASE-8796-T,4025-08-03,Dr. Calix Renner,commute,automated,auto,Zenthar Relay,Orryx Haven,DarkBlue,Minor vibration detected. Monitoring systems.,CXS-8850-DY
Sedan,Stratos M2,Ion-A,950,1.2,214,101,169,292.6,PlasmaCell,6.7,1.3,47.5,28.5,14.2,4.8,6,7.458,0.751,1,0.598,3,4,14.8,337,190,CASE-5816-F,4025-10-27,Dr. Calix Renner,commute,automated,auto,Thalos Crossing,Cerebra Ring,Brown,Power levels nominal. Adjusting trajectory.,CXS-9859-SU
Sedan,Stratos M2,Plasma-A,950,1.2,221,147,188,181.4,PlasmaCell,6.7,1.3,63.2,37.9,19.0,6.3,7,4.799,0.177,0,0.359,4,5,14.8,21,175,CASE-6547-Y,4025-03-27,Captain Kael,commute,automated,auto,Helion Hub,Cryon Reach,MediumPurple,Re-routing due to unstable path.,CXS-9296-ZN
Micro,Nimbus X1,Ion-A,700,0.8,129,118,238,226.5,FusionCore,8.4,1.6,69.8,41.9,20.9,7.0,6,9.936,0.573,2,0.647,1,5,63.9,171,250,CASE-172-D,4025-02-27,Tamsin Ryx,commute,automated,auto,Orryx Haven,Thalos Crossing,LightGoldenRodYellow,Clear path confirmed. Continuing cruise.,CXS-2915-HQ
SUV,Vortex R7,Plasma-A,1250,1.5,297,175,233,231.4,FusionCore,8.4,1.6,55.7,33.4,16.7,5.6,6,7.36,0.757,4,0.512,5,2,21.8,207,155,CASE-8499-R,4025-04-21,Zara Strix,commute,automated,auto,Helion Hub,Cerebra Ring,Indigo,Power levels nominal. Adjusting trajectory.,CXS-4428-OL
Micro,Nimbus X1,Fusion-B,700,0.8,160,86,106,103.2,IonGel,5.2,1.1,51.8,31.1,15.5,5.2,0,4.195,0.721,2,0.302,3,5,55.3,21,347,CASE-7586-Y,4025-05-15,Elia Vorn,commute,automated,auto,Cryon Reach,Vega Spire,SteelBlue,Power levels nominal. Adjusting trajectory.,CXS-9050-EL
Sedan,Stratos M2,Ion-A,950,1.2,243,120,107,151.2,FusionCore,8.4,1.6,58.9,35.3,17.7,5.9,5,7.372,0.452,0,0.526,5,5,56.8,48,232,CASE-7909-D,4025-12-19,Elia Vorn,commute,automated,auto,Cerebra Ring,Thalos Crossing,LightYellow,Clear path confirmed. Continuing cruise.,CXS-7223-NC
Micro,Nimbus X1,Ion-A,700,0.8,141,95,220,106.9,PlasmaCell,6.7,1.3,52.4,31.4,15.7,5.2,2,6.88,0.546,0,0.695,4,5,65.2,129,299,CASE-2321-L,4025-01-22,Zara Strix,commute,automated,auto,Thalos Crossing,Vega Spire,Magenta,Power levels nominal. Adjusting trajectory.,CXS-2927-KO
Micro,Nimbus X1,Ion-A,700,0.8,153,111,215,158.7,IonGel,5.2,1.1,46.5,27.9,13.9,4.7,2,1.688,0.318,5,0.925,0,2,16.4,174,349,CASE-8537-P,4025-02-22,Captain Kael,commute,automated,auto,Zenthar Relay,Helion Hub,MediumVioletRed,Clear path confirmed. Continuing cruise.,CXS-9083-PD
Sedan,Stratos M2,Fusion-B,950,1.2,236,144,125,132.9,IonGel,5.2,1.1,45.3,27.2,13.6,4.5,0,9.008,0.587,0,0.557,0,0,23.6,340,183,CASE-7412-K,4025-12-14,Commander Yulo,commute,automated,auto,Lunaris Port,Zenthar Relay,CornflowerBlue,Re-routing due to unstable path.,CXS-8776-JB
SUV,Vortex R7,Plasma-A,1250,1.5,314,198,135,124.2,IonGel,5.2,1.1,46.5,27.9,13.9,4.7,5,5.45,0.693,0,0.225,1,5,63.1,5,190,CASE-1885-A,4025-11-18,Tamsin Ryx,commute,automated,auto,Orryx Haven,Cerebra Ring,MediumSpringGreen,Clear path confirmed. Continuing cruise.,CXS-1982-UD
Micro,Nimbus X1,Plasma-A,700,0.8,170,80,234,233.2,IonGel,5.2,1.1,63.4,38.0,19.0,6.3,7,2.696,0.517,3,0.644,0,1,60.0,261,74,CASE-2692-X,4025-04-28,Marshal Keir,commute,automated,auto,Lunaris Port,Cryon Reach,LemonChiffon,Re-routing due to unstable path.,CXS-2114-QF
SUV,Vortex R7,Plasma-A,1250,1.5,315,144,142,149.4,PlasmaCell,6.7,1.3,70.1,42.1,21.0,7.0,5,3.855,0.274,1,0.623,5,1,43.1,260,208,CASE-2623-K,4025-01-25,Axel Orov,commute,automated,auto,Helion Hub,Vega Spire,Pink,Clear path confirmed. Continuing cruise.,CXS-3576-OH
Sedan,Stratos M2,Fusion-B,950,1.2,256,133,227,254.6,FusionCore,8.4,1.6,57.3,34.4,17.2,5.7,2,1.342,0.353,1,0.534,2,3,46.0,197,352,CASE-3022-F,4025-02-23,Elia Vorn,commute,automated,auto,Lunaris Port,Zenthar Relay,Plum,Minor vibration detected. Monitoring systems.,CXS-3248-MA
SUV,Vortex R7,Plasma-A,1250,1.5,293,145,225,295.0,PlasmaCell,6.7,1.3,61.3,36.8,18.4,6.1,7,9.241,0.314,1,0.333,2,2,53.8,342,337,CASE-3232-O,4025-05-20,Axel Orov,commute,automated,auto,Vega Spire,Cryon Reach,Pink,Re-routing due to unstable path.,CXS-4085-MA
Micro,Nimbus X1,Plasma-A,700,0.8,176,88,175,138.0,PlasmaCell,6.7,1.3,67.4,40.4,20.2,6.7,1,8.964,0.295,1,0.65,1,3,43.6,138,290,CASE-3519-G,4025-09-06,Commander Yulo,commute,automated,auto,Helion Hub,Vega Spire,LightSeaGreen,Minor vibration detected. Monitoring systems.,CXS-8521-YW
Micro,Nimbus X1,Ion-A,700,0.8,141,89,255,114.4,FusionCore,8.4,1.6,45.0,27.0,13.5,4.5,4,5.24,0.622,3,0.278,5,3,53.6,243,223,CASE-9459-D,4025-02-07,Zara Strix,commute,automated,auto,Cerebra Ring,Thalos Crossing,WhiteSmoke,Power levels nominal. Adjusting trajectory.,CXS-7338-FL
SUV,Vortex R7,Fusion-B,1250,1.5,265,148,131,172.3,IonGel,5.2,1.1,72.1,43.3,21.6,7.2,7,8.256,0.707,5,0.01,4,5,24.9,220,123,CASE-3228-O,4025-02-18,Elia Vorn,commute,automated,auto,Lunaris Port,Vega Spire,DarkOrange,Re-routing due to unstable path.,CXS-4776-IV
Sedan,Stratos M2,Fusion-B,950,1.2,259,138,292,153.3,PlasmaCell,6.7,1.3,62.1,37.3,18.6,6.2,2,9.632,0.573,0,0.761,2,3,11.2,126,208,CASE-8646-U,4025-10-11,Dr. Calix Renner,commute,automated,auto,Cryon Reach,Vega Spire,Maroon,Minor vibration detected. Monitoring systems.,CXS-4620-TM
Sedan,Stratos M2,Plasma-A,950,1.2,238,139,144,283.5,IonGel,5.2,1.1,51.2,30.7,15.4,5.1,5,3.154,0.468,1,0.383,3,0,48.7,139,105,CASE-6431-S,4025-10-28,Axel Orov,commute,automated,auto,Lunaris Port,Orryx Haven,DarkOrange,Clear path confirmed. Continuing cruise.,CXS-9053-LL
SUV,Vortex R7,Fusion-B,1250,1.5,317,161,105,199.8,FusionCore,8.4,1.6,64.6,38.8,19.4,6.5,1,7.236,0.796,1,0.273,1,3,54.0,240,12,CASE-2826-V,4025-03-23,Tamsin Ryx,commute,automated,auto,Thalos Crossing,Zenthar Relay,Lime,Re-routing due to unstable path.,CXS-4998-TS
Micro,Nimbus X1,Ion-A,700,0.8,164,84,282,260.0,FusionCore,8.4,1.6,55.6,33.4,16.7,5.6,7,1.783,0.308,1,0.174,5,4,53.9,100,18,CASE-2194-K,4025-08-14,Zara Strix,commute,automated,auto,Helion Hub,Orryx Haven,DarkOrchid,Power levels nominal. Adjusting trajectory.,CXS-7249-HJ
SUV,Vortex R7,Ion-A,1250,1.5,256,188,123,241.4,IonGel,5.2,1.1,46.4,27.8,13.9,4.6,1,8.614,0.905,1,0.072,4,0,51.5,90,147,CASE-2999-L,4025-05-15,Elia Vorn,commute,automated,auto,Lunaris Port,Cryon Reach,DarkTurquoise,Minor vibration detected. Monitoring systems.,CXS-9977-QM
SUV,Vortex R7,Fusion-B,1250,1.5,304,197,160,103.4,IonGel,5.2,1.1,78.5,47.1,23.6,7.9,1,5.933,0.261,0,0.01,2,4,73.2,256,258,CASE-9771-E,4025-03-18,Elia Vorn,commute,automated,auto,Vega Spire,Lunaris Port,OliveDrab,Re-routing due to unstable path.,CXS-1931-NF
SUV,Vortex R7,Fusion-B,1250,1.5,267,150,220,131.2,IonGel,5.2,1.1,45.3,27.2,13.6,4.5,2,7.27,0.632,2,0.291,3,5,67.9,281,277,CASE-8804-W,4025-04-15,Axel Orov,commute,automated,auto,Helion Hub,Zenthar Relay,ForestGreen,Clear path confirmed. Continuing cruise.,CXS-7617-RF
Micro,Nimbus X1,Fusion-B,700,0.8,149,113,255,215.5,FusionCore,8.4,1.6,73.5,44.1,22.1,7.4,8,2.08,0.175,1,0.894,2,2,2.1,249,101,CASE-4732-E,4025-07-06,Axel Orov,commute,automated,auto,Cerebra Ring,Thalos Crossing,GhostWhite,Minor vibration detected. Monitoring systems.,CXS-1262-KO
Sedan,Stratos M2,Plasma-A,950,1.2,235,149,292,129.4,PlasmaCell,6.7,1.3,74.6,44.8,22.4,7.5,0,8.995,0.466,2,0.458,0,1,85.3,327,51,CASE-878-L,4025-04-05,Axel Orov,commute,automated,auto,Orryx Haven,Cerebra Ring,Aqua,Clear path confirmed. Continuing cruise.,CXS-5840-PE
SUV,Vortex R7,Ion-A,1250,1.5,256,162,198,277.4,FusionCore,8.4,1.6,74.9,44.9,22.5,7.5,6,10.035,0.158,2,0.175,1,5,64.0,138,30,CASE-6290-R,4025-09-18,Axel Orov,commute,automated,auto,Vega Spire,Helion Hub,Tan,Re-routing due to unstable path.,CXS-1404-UP
Micro,Nimbus X1,Fusion-B,700,0.8,133,120,195,104.8,PlasmaCell,6.7,1.3,56.1,33.7,16.8,5.6,8,9.089,0.49,5,0.733,0,1,84.0,193,169,CASE-8056-N,4025-06-02,Captain Kael,commute,automated,auto,Thalos Crossing,Orryx Haven,Red,Re-routing due to unstable path.,CXS-8206-PF
Micro,Nimbus X1,Ion-A,700,0.8,166,120,136,128.4,FusionCore,8.4,1.6,76.6,46.0,23.0,7.7,0,1.086,0.471,0,0.587,1,0,89.2,83,19,CASE-9263-A,4025-07-08,Zara Strix,commute,automated,auto,Vega Spire,Helion Hub,Indigo,Re-routing due to unstable path.,CXS-5350-JB
Micro,Nimbus X1,Fusion-B,700,0.8,150,84,219,283.0,IonGel,5.2,1.1,46.6,28.0,14.0,4.7,5,9.461,0.614,4,0.661,5,5,75.2,301,266,CASE-3683-R,4025-06-20,Elia Vorn,commute,automated,auto,Thalos Crossing,Lunaris Port,LightSlateGray,Clear path confirmed. Continuing cruise.,CXS-5570-FY
Micro,Nimbus X1,Fusion-B,700,0.8,169,95,105,186.8,IonGel,5.2,1.1,50.9,30.5,15.3,5.1,3,2.291,0.829,0,0.146,4,4,32.7,204,214,CASE-9267-X,4025-10-10,Zara Strix,commute,automated,auto,Zenthar Relay,Cryon Reach,Snow,Power levels nominal. Adjusting trajectory.,CXS-6426-RQ
SUV,Vortex R7,Ion-A,1250,1.5,260,155,259,196.2,IonGel,5.2,1.1,77.1,46.3,23.1,7.7,5,5.112,0.918,0,1.026,3,4,19.3,220,120,CASE-9383-D,4025-07-13,Captain Kael,commute,automated,auto,Vega Spire,Thalos Crossing,LightGreen,Power levels nominal. Adjusting trajectory.,CXS-5693-YR
Sedan,Stratos M2,Fusion-B,950,1.2,258,110,140,219.6,FusionCore,8.4,1.6,63.7,38.2,19.1,6.4,2,5.297,0.988,4,0.05,0,1,26.2,187,347,CASE-8880-Y,4025-12-01,Elia Vorn,commute,automated,auto,Vega Spire,Lunaris Port,BlueViolet,Power levels nominal. Adjusting trajectory.,CXS-6853-YX
Micro,Nimbus X1,Fusion-B,700,0.8,156,85,142,278.6,IonGel,5.2,1.1,53.2,31.9,16.0,5.3,3,9.246,0.532,2,0.541,2,1,5.8,310,133,CASE-8951-G,4025-10-01,Elia Vorn,commute,automated,auto,Lunaris Port,Helion Hub,Peru,Power levels nominal. Adjusting trajectory.,CXS-3578-DX
Micro,Nimbus X1,Plasma-A,700,0.8,169,112,227,221.3,IonGel,5.2,1.1,67.6,40.6,20.3,6.8,6,5.511,0.736,1,0.858,1,1,41.5,79,18,CASE-4055-J,4025-12-16,Captain Kael,commute,automated,auto,Lunaris Port,Zenthar Relay,BlanchedAlmond,Fuel low. Navigating around debris.,CXS-2301-OI
Sedan,Stratos M2,Fusion-B,950,1.2,255,107,127,299.6,IonGel,5.2,1.1,45.0,27.0,13.5,4.5,6,2.118,0.953,3,0.727,5,0,32.8,200,98,CASE-1425-O,4025-10-08,Captain Kael,commute,automated,auto,Vega Spire,Cryon Reach,DarkOrchid,Re-routing due to unstable path.,CXS-6653-YZ
Sedan,Stratos M2,Ion-A,950,1.2,186,102,199,137.3,FusionCore,8.4,1.6,59.9,35.9,18.0,6.0,5,7.44,0.974,4,0.852,2,3,8.4,171,75,CASE-3438-Z,4025-03-27,Captain Kael,commute,automated,auto,Cerebra Ring,Thalos Crossing,MediumVioletRed,Clear path confirmed. Continuing cruise.,CXS-1688-WT
Sedan,Stratos M2,Plasma-A,950,1.2,210,132,226,291.4,PlasmaCell,6.7,1.3,76.3,45.8,22.9,7.6,5,4.23,0.54,3,0.152,5,5,45.4,271,200,CASE-7015-F,4025-11-12,Dr. Calix Renner,commute,automated,auto,Orryx Haven,Zenthar Relay,DarkSlateGray,Power levels nominal. Adjusting trajectory.,CXS-9662-ZG
Micro,Nimbus X1,Ion-A,700,0.8,159,119,211,253.9,IonGel,5.2,1.1,69.3,41.6,20.8,6.9,3,4.706,0.809,3,0.916,1,2,75.1,114,230,CASE-972-S,4025-08-02,Axel Orov,commute,automated,auto,Lunaris Port,Zenthar Relay,MediumVioletRed,Minor vibration detected. Monitoring systems.,CXS-5336-RI
SUV,Vortex R7,Plasma-A,1250,1.5,333,194,158,233.7,IonGel,5.2,1.1,63.2,37.9,19.0,6.3,3,5.009,0.503,2,0.924,0,4,78.2,327,156,CASE-8827-F,4025-04-02,Dr. Calix Renner,commute,automated,auto,Cerebra Ring,Orryx Haven,MediumBlue,Minor vibration detected. Monitoring systems.,CXS-1838-WJ
SUV,Vortex R7,Fusion-B,1250,1.5,324,153,269,210.5,PlasmaCell,6.7,1.3,71.2,42.7,21.4,7.1,2,4.82,0.32,0,0.739,5,2,60.5,212,82,CASE-9383-I,4025-09-21,Captain Kael,commute,automated,auto,Cryon Reach,Zenthar Relay,Thistle,Fuel low. Navigating around debris.,CXS-7986-VD
Sedan,Stratos M2,Ion-A,950,1.2,200,123,295,286.3,IonGel,5.2,1.1,52.4,31.4,15.7,5.2,1,8.367,0.947,2,0.51,4,3,46.0,246,342,CASE-6743-B,4025-01-08,Marshal Keir,commute,automated,auto,Vega Spire,Lunaris Port,LightSalmon,Power levels nominal. Adjusting trajectory.,CXS-5559-UE
Sedan,Stratos M2,Plasma-A,950,1.2,225,150,190,135.3,IonGel,5.2,1.1,72.3,43.4,21.7,7.2,1,2.486,0.579,4,0.338,3,0,72.7,206,108,CASE-2174-H,4025-02-03,Dr. Calix Renner,commute,automated,auto,Zenthar Relay,Cerebra Ring,DarkViolet,Minor vibration detected. Monitoring systems.,CXS-3744-WK
Sedan,Stratos M2,Ion-A,950,1.2,259,140,298,217.3,FusionCore,8.4,1.6,67.9,40.7,20.4,6.8,5,2.713,0.495,1,0.655,2,3,67.5,3,161,CASE-6434-P,4025-08-13,Commander Yulo,commute,automated,auto,Cryon Reach,Thalos Crossing,DarkTurquoise,Minor vibration detected. Monitoring systems.,CXS-8593-SU
Sedan,Stratos M2,Fusion-B,950,1.2,197,106,233,212.3,PlasmaCell,6.7,1.3,44.7,26.8,13.4,4.5,4,8.443,0.66,4,0.296,0,2,59.8,70,356,CASE-6786-M,4025-09-24,Commander Yulo,commute,automated,auto,Orryx Haven,Zenthar Relay,RoyalBlue,Minor vibration detected. Monitoring systems.,CXS-5231-CU
SUV,Vortex R7,Ion-A,1250,1.5,269,157,205,296.3,FusionCore,8.4,1.6,79.0,47.4,23.7,7.9,5,9.728,0.756,4,0.843,0,2,69.1,162,63,CASE-6600-Q,4025-12-10,Commander Yulo,commute,automated,auto,Helion Hub,Lunaris Port,LightSeaGreen,Re-routing due to unstable path.,CXS-3992-WL
Micro,Nimbus X1,Fusion-B,700,0.8,133,117,159,109.8,IonGel,5.2,1.1,52.5,31.5,15.8,5.2,1,7.556,0.926,4,0.724,0,4,0.4,244,21,CASE-7996-K,4025-11-10,Axel Orov,commute,automated,auto,Vega Spire,Thalos Crossing,AliceBlue,Minor vibration detected. Monitoring systems.,CXS-8687-YX
SUV,Vortex R7,Ion-A,1250,1.5,301,174,167,131.8,IonGel,5.2,1.1,77.6,46.6,23.3,7.8,1,1.131,0.725,5,0.961,4,2,51.9,96,252,CASE-7511-U,4025-03-21,Captain Kael,commute,automated,auto,Cryon Reach,Lunaris Port,MintCream,Fuel low. Navigating around debris.,CXS-9971-CZ
Sedan,Stratos M2,Plasma-A,950,1.2,187,127,256,233.4,IonGel,5.2,1.1,47.7,28.6,14.3,4.8,3,6.703,0.729,3,0.974,1,5,22.8,65,295,CASE-6516-G,4025-10-14,Marshal Keir,commute,automated,auto,Zenthar Relay,Orryx Haven,Pink,Clear path confirmed. Continuing cruise.,CXS-4020-GP
Micro,Nimbus X1,Fusion-B,700,0.8,157,87,163,126.5,PlasmaCell,6.7,1.3,41.6,25.0,12.5,4.2,2,3.409,0.098,0,0.01,1,3,13.0,331,63,CASE-5289-J,4025-11-13,Dr. Calix Renner,commute,automated,auto,Cryon Reach,Cerebra Ring,MediumSlateBlue,Power levels nominal. Adjusting trajectory.,CXS-7041-RS
SUV,Vortex R7,Ion-A,1250,1.5,302,164,232,236.1,PlasmaCell,6.7,1.3,57.7,34.6,17.3,5.8,3,8.805,0.555,2,0.0,0,0,67.3,268,148,CASE-9275-P,4025-07-12,Marshal Keir,commute,automated,auto,Cryon Reach,Thalos Crossing,MediumSpringGreen,Fuel low. Navigating around debris.,CXS-4339-VY
SUV,Vortex R7,Ion-A,1250,1.5,264,196,136,156.7,FusionCore,8.4,1.6,47.1,28.3,14.1,4.7,4,5.097,0.35,2,0.478,1,0,70.3,330,248,CASE-752-D,4025-08-12,Elia Vorn,commute,automated,auto,Lunaris Port,Zenthar Relay,Salmon,Minor vibration detected. Monitoring systems.,CXS-7300-AD
Sedan,Stratos M2,Ion-A,950,1.2,250,132,137,122.0,PlasmaCell,6.7,1.3,68.8,41.3,20.6,6.9,4,1.185,0.886,1,0.247,4,4,51.7,271,93,CASE-7230-O,4025-11-17,Elia Vorn,commute,automated,auto,Zenthar Relay,Cerebra Ring,AliceBlue,Re-routing due to unstable path.,CXS-9143-NG
Micro,Nimbus X1,Plasma-A,700,0.8,120,89,183,253.7,IonGel,5.2,1.1,70.8,42.5,21.2,7.1,1,3.82,0.336,3,0.408,4,4,50.8,49,194,CASE-2161-U,4025-08-07,Captain Kael,commute,automated,auto,Cerebra Ring,Zenthar Relay,LimeGreen,Power levels nominal. Adjusting trajectory.,CXS-8730-FI
Micro,Nimbus X1,Ion-A,700,0.8,132,95,111,271.6,FusionCore,8.4,1.6,54.3,32.6,16.3,5.4,7,1.697,0.219,0,0.422,0,0,61.3,280,225,CASE-5905-I,4025-04-14,Captain Kael,commute,automated,auto,Cryon Reach,Helion Hub,DarkBlue,Clear path confirmed. Continuing cruise.,CXS-3223-LV
Sedan,Stratos M2,Plasma-A,950,1.2,207,113,124,107.3,FusionCore,8.4,1.6,40.5,24.3,12.2,4.0,0,3.058,0.834,4,0.925,3,5,24.9,85,336,CASE-2711-B,4025-08-07,Axel Orov,commute,automated,auto,Cerebra Ring,Lunaris Port,Orchid,Minor vibration detected. Monitoring systems.,CXS-1104-UJ
SUV,Vortex R7,Plasma-A,1250,1.5,277,190,184,120.0,FusionCore,8.4,1.6,60.1,36.1,18.0,6.0,5,7.806,0.254,5,0.658,1,1,66.4,91,100,CASE-3836-N,4025-07-23,Axel Orov,commute,automated,auto,Cryon Reach,Helion Hub,DarkGoldenRod,Power levels nominal. Adjusting trajectory.,CXS-4425-WD
Sedan,Stratos M2,Ion-A,950,1.2,196,118,115,232.3,FusionCore,8.4,1.6,49.0,29.4,14.7,4.9,4,4.945,0.833,2,0.371,5,3,9.8,80,108,CASE-3496-P,4025-06-21,Elia Vorn,commute,automated,auto,Orryx Haven,Lunaris Port,Crimson,Fuel low. Navigating around debris.,CXS-2199-ES
Sedan,Stratos M2,Ion-A,950,1.2,233,106,158,239.9,FusionCore,8.4,1.6,46.6,28.0,14.0,4.7,3,4.852,0.809,2,0.947,0,1,36.5,192,274,CASE-8510-V,4025-09-22,Marshal Keir,commute,automated,auto,Helion Hub,Cryon Reach,Red,Minor vibration detected. Monitoring systems.,CXS-8616-AA
