car_type,earth_weight_kg,space_weight_kg,thrust_kN,power_capacity_kWh,engine_class
Micro,1046,1569,28.5,97.2,Ion-A
SUV,2103,3147,66.1,253.3,Fusion-C
Transport,2771,4161,110.8,277.0,Plasma-A
SUV,2175,3264,64.4,206.0,Fusion-C
Sedan,1593,2392,55.5,196.2,Fusion-B
Transport,2619,3938,93.6,260.1,Plasma-A
Micro,1084,1617,23.8,104.2,Ion-A
Coupe,1361,2046,35.5,121.9,Ion-B
Micro,1104,1662,32.1,108.0,Ion-A
Micro,1019,1533,29.6,91.8,Ion-A
Micro,1012,1516,25.0,103.5,Ion-A
Micro,907,1359,31.3,84.0,Ion-A
Coupe,1235,1844,33.1,108.3,Ion-B
SUV,2129,3203,66.8,203.7,Fusion-C
Sedan,1397,2088,46.9,145.5,Fusion-B
Transport,2226,3332,103.0,331.9,Plasma-A
Coupe,1308,1959,35.3,99.9,Ion-B
Coupe,1284,1932,40.7,182.5280644481887,Ion-B
Transport,2477,3711,111.3,250.6,Plasma-A
Coupe,1388,2076,32.8,125.6,Ion-B
Transport,2558,3837,90.3,323.5,Plasma-A
Coupe,1237,1854,40.8,120.1,Ion-B
Coupe,1305,1963,41.8,146.2,Ion-B
SUV,1980,2969,63.0,249.7,Fusion-C
Transport,2591,3890,101.1,272.6,Plasma-A
Coupe,1237,1859,44.2,182.5280644481887,Ion-B
Micro,1002,1496,28.8,128.7,Ion-A
Micro,933,1397,36.0,117.5,Ion-A
Sedan,1565,2343,46.0,176.4,Fusion-B
Transport,2289,3437,113.8,255.2,Plasma-A
Coupe,1345,2010,35.4,141.6,Ion-B
Coupe,1331,1994,39.0,112.0,Ion-B
Sedan,1588,2390,58.5,149.3,Fusion-B
Sedan,1452,2177,56.9,187.4,Fusion-B
Transport,2617,3931,93.4,247.6,Plasma-A
SUV,1961,2934,66.2,182.5280644481887,Fusion-C
Sedan,1592,2384,44.9,170.0,Fusion-B
Sedan,1549,2325,59.0,180.9,Fusion-B
Micro,988,1475,27.4,91.8,Ion-A
Sedan,1436,2147,50.1,151.4,Fusion-B
Micro,998,1494,31.4,77.8,Ion-A
Micro,900,1349,24.7,120.7,Ion-A
Coupe,1280,1920,42.3,106.0,Ion-B
Transport,2521,3775,75.0,272.9,Plasma-A
Micro,951,1436,22.1,182.5280644481887,Ion-A
Micro,937,1402,20.4,92.3,Ion-A
Micro,1079,1621,18.4,106.1,Ion-A
Transport,2498,3745,88.7,261.8,Plasma-A
Transport,2564,3853,97.0,323.8,Plasma-A
Coupe,1210,1805,37.6,147.7,Ion-B
Micro,1051,1577,24.3,105.9,Ion-A
Coupe,1371,2059,37.6,104.3,Ion-B
Micro,1066,1593,27.1,121.5,Ion-A
Sedan,1532,2304,41.7,187.7,Fusion-B
Micro,986,1476,29.1,85.4,Ion-A
SUV,2127,3191,78.4,227.2,Fusion-C
Sedan,1502,2258,51.4,188.5,Fusion-B
Transport,2272,3408,79.7,346.7,Plasma-A
Coupe,1393,2081,31.5,143.7,Ion-B
SUV,2150,3221,67.0,243.1,Fusion-C
Micro,1009,1511,29.9,98.2,Ion-A
Transport,2790,4179,97.7,356.3,Plasma-A
Coupe,1209,1817,39.0,122.5,Ion-B
Sedan,1421,2134,51.6,165.6,Fusion-B
Sedan,1420,2139,47.0,166.8,Fusion-B
Sedan,1450,2170,50.1,143.3,Fusion-B
Transport,2665,3992,93.0,303.3,Plasma-A
Sedan,1479,2210,50.1,155.5,Fusion-B
Micro,1062,1589,21.7,125.8,Ion-A
Micro,1003,1503,19.1,88.7,Ion-A
Transport,2713,4064,115.7,265.5,Plasma-A
Coupe,1214,1823,31.7,182.5280644481887,Ion-B
Micro,1004,1504,27.0,101.6,Ion-A
Transport,2365,3542,118.1,360.2,Plasma-A
Transport,2656,3975,84.3,255.2,Plasma-A
Transport,2433,3648,109.7,182.5280644481887,Plasma-A
SUV,1900,2852,76.3,181.4,Fusion-C
Coupe,1295,1937,34.7,141.9,Ion-B
Transport,2712,4067,97.7,276.8,Plasma-A
Coupe,1307,1959,33.2,136.9,Ion-B
SUV,2115,3181,57.1,226.4,Fusion-C
Sedan,1572,2352,57.5,164.6,Fusion-B
Micro,964,1445,27.4,118.6,Ion-A
Coupe,1266,1905,37.6,122.1,Ion-B
Sedan,1488,2222,50.1,155.2,Fusion-B
Sedan,1490,2237,56.0,154.8,Fusion-B
Sedan,1584,2377,44.2,188.9,Fusion-B
Transport,2351,3535,97.7,316.3,Plasma-A
Micro,1014,1530,31.5,182.5280644481887,Ion-A
SUV,1960,2937,61.0,182.5280644481887,Fusion-C
Micro,1016,1525,23.2,105.3,Ion-A
Transport,2534,3803,106.1,349.4,Plasma-A
Sedan,1414,2129,49.9,150.3,Fusion-B
Sedan,1411,2119,53.0,204.3,Fusion-B
Micro,1000,1501,20.4,114.7,Ion-A
Sedan,1525,2295,49.1,162.9,Fusion-B
Micro,989,1492,29.3,86.8,Ion-A
Coupe,1340,2020,32.1,107.1,Ion-B
Sedan,1513,2275,53.6,139.4,Fusion-B
Micro,982,1467,26.8,109.5,Ion-A
SUV,1845,2767,76.3,235.9,Fusion-C
Sedan,1591,2396,52.3,155.2,Fusion-B
Transport,2480,3718,79.3,281.3,Plasma-A
Sedan,1443,2166,51.5,153.7,Fusion-B
Transport,2449,3678,103.6,333.2,Plasma-A
Sedan,1405,2101,50.1,165.9,Fusion-B
Micro,1071,1612,22.5,121.5,Ion-A
Coupe,1284,1921,37.6,99.2,Ion-B
Transport,2574,3866,101.9,182.5280644481887,Plasma-A
SUV,2067,3103,78.6,208.8,Fusion-C
Coupe,1297,1951,43.4,101.0,Ion-B
Micro,1007,1512,33.9,82.5,Ion-A
Sedan,1515,2263,42.4,190.6,Fusion-B
Sedan,1544,2318,59.2,183.2,Fusion-B
SUV,1883,2824,73.8,233.4,Fusion-C
Sedan,1551,2320,41.4,196.3,Fusion-B
Transport,2417,3621,95.6,264.7,Plasma-A
Sedan,1425,2138,45.8,180.7,Fusion-B
Micro,995,1491,25.6,124.5,Ion-A
Transport,2507,3759,92.0,266.9,Plasma-A
SUV,1936,2911,60.6,231.2,Fusion-C
SUV,2171,3255,58.2,191.7,Fusion-C
Transport,2265,3402,90.7,260.8,Plasma-A
Sedan,1435,2160,48.6,183.0,Fusion-B
Sedan,1586,2375,42.5,183.9,Fusion-B
Sedan,1591,2385,50.1,182.5280644481887,Fusion-B
Micro,994,1501,20.6,117.7,Ion-A
Micro,1021,1523,34.9,114.0,Ion-A
Coupe,1249,1872,37.7,135.7,Ion-B
Micro,1016,1529,28.8,120.0,Ion-A
Sedan,1532,2307,60.8,146.0,Fusion-B
Micro,1049,1580,22.8,113.6,Ion-A
Transport,2514,3764,89.9,182.5280644481887,Plasma-A
Transport,2690,4029,87.7,269.1,Plasma-A
Sedan,1524,2287,48.2,196.6,Fusion-B
SUV,2068,3106,62.0,245.2,Fusion-C
Sedan,1538,2302,58.5,189.2,Fusion-B
Coupe,1211,1818,43.2,120.4,Ion-B
Micro,982,1482,33.3,87.0,Ion-A
SUV,1928,2897,60.5,205.1,Fusion-C
SUV,1986,2986,69.2,230.6,Fusion-C
Transport,2602,3895,110.7,285.2,Plasma-A
Transport,2801,4204,92.1,265.6,Plasma-A
Transport,2306,3454,77.7,326.0,Plasma-A
Sedan,1570,2346,53.8,193.6,Fusion-B
SUV,1955,2929,61.0,182.5280644481887,Fusion-C
Micro,991,1485,34.3,105.6,Ion-A
SUV,2030,3052,66.0,215.9,Fusion-C
SUV,1880,2813,66.0,191.2,Fusion-C
Coupe,1379,2060,33.6,135.0,Ion-B
Micro,1012,1515,27.3,86.5,Ion-A
SUV,1854,2782,77.5,215.2,Fusion-C
Coupe,1278,1912,35.5,146.3,Ion-B
Sedan,1453,2176,53.2,175.5,Fusion-B
SUV,1914,2864,54.0,260.7,Fusion-C
SUV,1950,2933,66.6,237.8,Fusion-C
Coupe,1349,2026,33.8,138.5,Ion-B
Micro,1020,1524,27.4,109.4,Ion-A
SUV,1825,2734,62.2,245.5,Fusion-C
Coupe,1326,1980,30.2,113.3,Ion-B
Coupe,1280,1920,38.6,108.5,Ion-B
Transport,2341,3506,95.8,344.1,Plasma-A
Sedan,1555,2335,53.1,180.9,Fusion-B
SUV,1810,2723,65.1,238.9,Fusion-C
Transport,2629,3937,84.4,264.3,Plasma-A
Transport,2481,3719,86.8,240.1,Plasma-A
SUV,2062,3097,61.8,215.4,Fusion-C
Sedan,1535,2293,52.5,196.3,Fusion-B
Coupe,1208,1815,44.9,182.5280644481887,Ion-B
Sedan,1561,2336,53.1,178.6,Fusion-B
Sedan,1496,2251,51.7,137.3,Fusion-B
Sedan,1585,2383,50.1,195.8,Fusion-B
SUV,2004,3012,61.9,223.2,Fusion-C
Transport,2493,3740,100.6,356.2,Plasma-A
Transport,2608,3905,97.7,360.3,Plasma-A
Transport,2641,3959,82.3,292.1,Plasma-A
SUV,2041,3061,63.8,261.7,Fusion-C
SUV,1863,2804,67.0,234.3,Fusion-C
Coupe,1403,2109,38.9,104.4,Ion-B
Sedan,1419,2131,42.8,170.5,Fusion-B
Micro,952,1435,21.0,80.4,Ion-A
Transport,2307,3460,115.8,335.2,Plasma-A
Coupe,1265,1907,32.8,147.9,Ion-B
Transport,2772,4164,110.8,344.2,Plasma-A
Transport,2473,3712,97.7,351.7,Plasma-A
SUV,1952,2924,57.3,240.2,Fusion-C
Transport,2723,4089,117.4,182.5280644481887,Plasma-A
SUV,1944,2911,63.3,234.1,Fusion-C
Coupe,1395,2090,31.9,129.1,Ion-B
Micro,1028,1548,26.8,103.4,Ion-A
Transport,2440,3655,118.1,321.7,Plasma-A
SUV,2020,3021,64.8,269.5,Fusion-C
Micro,979,1460,29.4,101.7,Ion-A
Micro,1084,1619,27.4,95.4,Ion-A
Transport,2749,4115,79.3,335.3,Plasma-A
Micro,1055,1585,29.0,88.5,Ion-A
Coupe,1333,1994,37.6,130.1,Ion-B
Coupe,1215,1826,38.1,93.0,Ion-B
SUV,2149,3228,59.2,182.5280644481887,Fusion-C
SUV,2190,3285,77.3,231.9,Fusion-C
Coupe,1203,1802,37.6,122.3,Ion-B
Transport,2414,3626,116.5,350.2,Plasma-A
Micro,1074,1615,27.1,111.9,Ion-A
Coupe,1376,2064,35.6,126.6,Ion-B
Micro,939,1411,25.4,71.8,Ion-A
Micro,956,1433,26.6,80.2,Ion-A
SUV,1946,2922,67.1,236.0,Fusion-C
Sedan,1412,2121,52.1,173.4,Fusion-B
Coupe,1259,1880,40.3,137.4,Ion-B
Coupe,1295,1952,44.4,127.7,Ion-B
SUV,1842,2766,76.7,253.4,Fusion-C
Micro,972,1464,32.0,88.3,Ion-A
Coupe,1328,1998,34.2,182.5280644481887,Ion-B
Transport,2748,4132,99.1,314.6,Plasma-A
Micro,1026,1532,27.4,126.2,Ion-A
Micro,1010,1515,23.9,110.1,Ion-A
Micro,1038,1552,25.3,109.7,Ion-A
Coupe,1289,1924,41.7,142.4,Ion-B
Transport,2272,3417,103.7,274.9,Plasma-A
Transport,2272,3400,116.5,271.7,Plasma-A
Sedan,1423,2137,45.1,179.6,Fusion-B
Sedan,1501,2254,54.5,182.5280644481887,Fusion-B
SUV,1878,2821,65.6,194.0,Fusion-C
Coupe,1340,2010,34.0,117.9,Ion-B
SUV,1863,2792,61.8,261.8,Fusion-C
Micro,932,1391,25.3,113.9,Ion-A
Coupe,1282,1925,42.1,116.4,Ion-B
Coupe,1369,2053,40.3,107.8,Ion-B
Micro,1055,1573,23.2,98.7,Ion-A
Transport,2441,3670,78.4,304.4,Plasma-A
Sedan,1406,2112,57.9,167.5,Fusion-B
Sedan,1439,2151,50.1,195.3,Fusion-B
Sedan,1522,2280,56.1,203.9,Fusion-B
Transport,2736,4111,103.9,295.7,Plasma-A
Micro,1070,1602,24.5,111.5,Ion-A
SUV,1866,2803,75.2,201.7,Fusion-C
Coupe,1234,1851,40.5,103.9,Ion-B
Transport,2749,4129,92.8,330.9,Plasma-A
Transport,2355,3526,80.5,278.7,Plasma-A
Sedan,1545,2313,50.1,169.9,Fusion-B
Sedan,1529,2285,59.2,174.7,Fusion-B
Coupe,1271,1901,30.8,119.6,Ion-B
Coupe,1241,1867,39.9,182.5280644481887,Ion-B
Transport,2472,3717,80.8,351.1,Plasma-A
Sedan,1509,2261,55.8,195.4,Fusion-B
Transport,2631,3951,107.2,272.6,Plasma-A
Micro,998,1492,27.4,80.4,Ion-A
SUV,1819,2722,70.1,220.2,Fusion-C
Micro,929,1403,20.8,104.3,Ion-A
Transport,2398,3604,78.5,274.3,Plasma-A
Coupe,1241,1864,38.8,125.3,Ion-B
SUV,1964,2954,75.4,243.9,Fusion-C
Transport,2425,3640,116.7,315.9,Plasma-A
SUV,1942,2921,70.6,250.2,Fusion-C
Micro,1036,1547,27.4,113.2,Ion-A
SUV,1891,2831,67.0,177.3,Fusion-C
Coupe,1321,1988,41.9,146.4,Ion-B
Micro,1062,1588,27.3,96.8,Ion-A
Transport,2698,4053,100.2,244.2,Plasma-A
Transport,2429,3640,88.2,295.4,Plasma-A
SUV,2085,3135,64.1,237.2,Fusion-C
Transport,2596,3892,97.7,274.1,Plasma-A
Coupe,1267,1902,45.1,142.7,Ion-B
Micro,1072,1603,24.8,100.2,Ion-A
Transport,2745,4108,100.6,314.1,Plasma-A
Coupe,1313,1978,41.3,124.8,Ion-B
Transport,2264,3392,77.8,291.2,Plasma-A
Coupe,1252,1887,41.2,143.8,Ion-B
Sedan,1570,2352,46.5,164.3,Fusion-B
Transport,2658,3977,87.6,280.6,Plasma-A
Transport,2507,3763,84.6,339.0,Plasma-A
Micro,942,1422,32.8,95.3,Ion-A
Transport,2729,4090,93.6,260.1,Plasma-A
SUV,2096,3147,73.5,205.0,Fusion-C
Micro,1000,1505,26.8,102.6,Ion-A
SUV,2035,3053,63.0,248.8,Fusion-C
Micro,967,1459,34.6,182.5280644481887,Ion-A
SUV,2142,3212,64.3,214.2,Fusion-C
SUV,2179,3267,75.1,248.0,Fusion-C
Sedan,1457,2182,53.4,178.3,Fusion-B
Coupe,1250,1867,40.3,123.0,Ion-B
Transport,2570,3864,96.8,278.2,Plasma-A
SUV,1903,2857,77.0,216.6,Fusion-C
Sedan,1544,2308,46.1,197.7,Fusion-B
Transport,2516,3770,89.3,297.8,Plasma-A
Sedan,1474,2215,50.1,191.9,Fusion-B
Sedan,1540,2301,57.4,197.0,Fusion-B
SUV,2027,3045,66.4,252.4,Fusion-C
Coupe,1337,2007,37.6,137.5,Ion-B
Transport,2305,3456,116.1,257.2,Plasma-A
Micro,907,1364,28.9,119.0,Ion-A
Micro,1084,1616,22.4,103.1,Ion-A
Sedan,1556,2332,56.2,186.9,Fusion-B
Sedan,1499,2248,44.2,175.2,Fusion-B
Transport,2239,3349,88.5,255.1,Plasma-A
SUV,2052,3082,68.3,193.3,Fusion-C
SUV,1859,2779,65.8,173.2,Fusion-C
Sedan,1442,2168,50.4,166.9,Fusion-B
SUV,1967,2957,74.1,198.1,Fusion-C
Micro,950,1434,25.4,87.0,Ion-A
Coupe,1335,1994,42.8,118.7,Ion-B
Micro,946,1413,23.5,111.1,Ion-A
Micro,988,1476,32.6,90.5,Ion-A
Micro,977,1473,27.4,117.9,Ion-A
SUV,1982,2968,56.5,198.5,Fusion-C
Sedan,1499,2248,52.2,162.3,Fusion-B
Sedan,1482,2226,41.1,162.3,Fusion-B
Transport,2373,3556,112.1,304.7,Plasma-A
SUV,2068,3106,67.0,218.7,Fusion-C
Transport,2540,3806,102.0,349.4,Plasma-A
Sedan,1573,2354,44.2,169.7,Fusion-B
Coupe,1349,2024,42.7,122.7,Ion-B
Micro,931,1395,30.1,127.8,Ion-A
SUV,1821,2722,64.3,261.6,Fusion-C
Coupe,1363,2037,32.6,136.2,Ion-B
Coupe,1273,1918,40.8,139.5,Ion-B
Sedan,1512,2278,56.0,175.2,Fusion-B
Coupe,1280,1920,35.4,155.1,Ion-B
Coupe,1388,2077,41.1,149.5,Ion-B
SUV,1949,2919,63.3,197.9,Fusion-C
Micro,1089,1639,27.4,115.5,Ion-A
Sedan,1545,2327,58.7,180.9,Fusion-B
Micro,949,1414,29.3,82.0,Ion-A
Coupe,1229,1842,41.3,126.1,Ion-B
Micro,995,1485,31.0,110.0,Ion-A
Micro,1062,1600,30.6,96.4,Ion-A
Coupe,1348,2025,40.3,119.1,Ion-B
Micro,978,1457,34.6,81.2,Ion-A
Sedan,1432,2141,44.1,179.8,Fusion-B
Coupe,1326,1996,40.3,111.6,Ion-B
Coupe,1245,1874,44.1,125.4,Ion-B
Sedan,1532,2301,49.8,158.3,Fusion-B
Transport,2366,3557,89.3,182.5280644481887,Plasma-A
Micro,1023,1535,24.7,75.0,Ion-A
Micro,997,1488,20.9,115.6,Ion-A
Coupe,1296,1944,33.4,109.4,Ion-B
Micro,1060,1595,31.2,96.5,Ion-A
Micro,947,1413,32.6,88.1,Ion-A
Micro,1038,1558,26.2,99.8,Ion-A
SUV,2006,3010,75.3,256.9,Fusion-C
Transport,2657,3977,97.7,335.7,Plasma-A
Sedan,1450,2180,54.5,175.2,Fusion-B
Transport,2445,3677,113.4,247.7,Plasma-A
Sedan,1593,2391,45.4,141.6,Fusion-B
Sedan,1580,2380,55.4,148.7,Fusion-B
Sedan,1412,2124,51.0,203.9,Fusion-B
Sedan,1494,2235,56.3,167.7,Fusion-B
Sedan,1565,2353,51.2,156.8,Fusion-B
SUV,2054,3085,67.0,234.0,Fusion-C
SUV,2200,3300,57.3,237.0,Fusion-C
Transport,2386,3574,103.7,280.3,Plasma-A
Coupe,1255,1876,31.7,112.1,Ion-B
Micro,996,1485,30.7,109.5,Ion-A
Micro,917,1371,29.2,100.1,Ion-A
Coupe,1260,1882,34.5,116.2,Ion-B
Sedan,1462,2187,53.5,172.3,Fusion-B
Transport,2579,3876,114.9,282.2,Plasma-A
SUV,1943,2913,73.8,232.5,Fusion-C
Sedan,1504,2257,50.1,148.6,Fusion-B
Micro,927,1383,30.1,84.5,Ion-A
SUV,2070,3110,75.7,228.5,Fusion-C
Micro,1096,1653,35.4,109.8,Ion-A
SUV,2162,3240,70.3,219.8,Fusion-C
Micro,949,1420,27.2,113.3,Ion-A
Coupe,1208,1817,37.6,100.4,Ion-B
SUV,2092,3146,67.0,224.8,Fusion-C
Micro,1089,1639,21.1,103.5,Ion-A
Coupe,1247,1873,33.2,110.0,Ion-B
SUV,1965,2944,78.7,199.3,Fusion-C
Micro,1026,1547,26.2,97.9,Ion-A
Micro,949,1421,30.8,118.1,Ion-A
Coupe,1315,1972,32.4,131.0,Ion-B
Transport,2505,3749,95.7,283.8,Plasma-A
Transport,2509,3754,91.8,311.2,Plasma-A
Coupe,1316,1966,38.1,129.0,Ion-B
Coupe,1333,1999,32.5,126.8,Ion-B
SUV,2193,3294,57.7,195.4,Fusion-C
Transport,2559,3845,91.6,278.7,Plasma-A
Micro,963,1440,30.5,83.0,Ion-A
Micro,1083,1618,24.6,182.5280644481887,Ion-A
Micro,1058,1582,30.0,91.2,Ion-A
SUV,2151,3225,58.6,236.7,Fusion-C
SUV,1914,2880,72.9,187.7,Fusion-C
Sedan,1519,2276,41.3,144.3,Fusion-B
Transport,2197,3304,82.3,243.9,Plasma-A
Sedan,1593,2390,46.4,174.5,Fusion-B
Transport,2632,3956,82.6,316.3,Plasma-A
Micro,996,1492,24.3,97.7,Ion-A
SUV,1987,2972,75.8,230.2,Fusion-C
Micro,949,1431,26.5,72.3,Ion-A
Transport,2311,3472,106.5,353.0,Plasma-A
Coupe,1316,1966,37.6,107.8,Ion-B
Coupe,1202,1811,36.8,104.9,Ion-B
SUV,1944,2921,73.1,217.1,Fusion-C
Coupe,1288,1940,36.8,143.1,Ion-B
Transport,2618,3927,100.8,264.0,Plasma-A
Sedan,1521,2274,50.1,148.9,Fusion-B
Sedan,1572,2358,50.4,184.8,Fusion-B
SUV,1836,2749,80.6,247.1,Fusion-C
Micro,915,1382,31.4,106.3,Ion-A
SUV,2074,3103,69.2,234.9,Fusion-C
Micro,949,1426,26.5,89.0,Ion-A
SUV,2030,3048,75.1,211.0,Fusion-C
Transport,2703,4052,110.8,245.3,Plasma-A
Sedan,1400,2102,47.2,151.3,Fusion-B
Sedan,1568,2348,49.8,189.6,Fusion-B
Micro,1060,1584,30.0,125.9,Ion-A
Transport,2319,3478,99.7,276.1,Plasma-A
Transport,2514,3780,103.2,337.9,Plasma-A
Micro,1064,1598,23.3,78.3,Ion-A
Transport,2269,3408,97.7,253.6,Plasma-A
Coupe,1204,1800,43.7,108.2,Ion-B
Transport,2364,3555,92.5,317.4,Plasma-A
SUV,2045,3064,55.2,233.4,Fusion-C
Coupe,1195,1791,33.6,125.2,Ion-B
Coupe,1398,2088,30.1,99.4,Ion-B
Transport,2375,3568,115.0,249.2,Plasma-A
SUV,1973,2952,59.3,207.7,Fusion-C
Transport,2708,4070,102.2,286.3,Plasma-A
Coupe,1222,1825,39.0,120.8,Ion-B
Micro,1040,1563,32.1,104.7,Ion-A
Micro,933,1401,28.2,110.9,Ion-A
Transport,2601,3902,114.8,248.1,Plasma-A
Micro,1096,1641,25.8,98.3,Ion-A
Micro,1035,1556,21.9,80.0,Ion-A
Transport,2686,4026,76.1,363.3,Plasma-A
SUV,1947,2915,67.0,176.9,Fusion-C
SUV,1906,2867,56.7,205.4,Fusion-C
Sedan,1567,2358,42.9,144.5,Fusion-B
Coupe,1334,1995,39.9,149.9,Ion-B
SUV,1840,2760,63.1,229.9,Fusion-C
SUV,1855,2790,62.8,182.5280644481887,Fusion-C
Coupe,1214,1819,37.6,116.4,Ion-B
Coupe,1334,2010,40.8,116.6,Ion-B
SUV,1881,2826,65.0,233.6,Fusion-C
Coupe,1364,2037,31.0,125.6,Ion-B
Micro,947,1428,25.3,115.3,Ion-A
Micro,1048,1565,27.7,78.2,Ion-A
Sedan,1413,2126,42.2,179.2,Fusion-B
Sedan,1402,2107,50.1,173.0,Fusion-B
Coupe,1256,1891,34.6,117.7,Ion-B
Transport,2510,3755,87.8,256.1,Plasma-A
Sedan,1430,2152,55.3,180.0,Fusion-B
Micro,923,1393,27.7,121.6,Ion-A
SUV,1964,2937,69.7,244.1,Fusion-C
Coupe,1331,1987,37.0,107.9,Ion-B
SUV,2079,3123,61.1,229.6,Fusion-C
Coupe,1278,1915,29.8,104.3,Ion-B
SUV,2049,3081,60.8,189.1,Fusion-C
Sedan,1439,2154,59.2,177.2,Fusion-B
SUV,1956,2934,56.0,196.0,Fusion-C
Sedan,1444,2163,56.1,180.7,Fusion-B
SUV,2001,2995,66.8,239.5,Fusion-C
Micro,1068,1595,32.2,182.5280644481887,Ion-A
Sedan,1573,2366,56.9,166.9,Fusion-B
SUV,2181,3273,65.8,250.1,Fusion-C
Micro,990,1480,22.1,104.4,Ion-A
Micro,940,1415,23.3,119.5,Ion-A
Transport,2708,4068,85.7,258.5,Plasma-A
SUV,2103,3146,67.0,251.6,Fusion-C
SUV,2054,3087,59.7,198.4,Fusion-C
Coupe,1200,1807,46.0,140.0,Ion-B
Transport,2534,3794,80.6,309.7,Plasma-A
Coupe,1396,2095,37.2,130.0,Ion-B
Micro,957,1429,25.0,106.0,Ion-A
SUV,2005,2998,62.5,251.6,Fusion-C
SUV,1857,2789,61.8,196.0,Fusion-C
Micro,928,1399,26.7,116.9,Ion-A
Sedan,1548,2329,42.4,175.5,Fusion-B
Sedan,1450,2168,47.1,173.2,Fusion-B
Transport,2234,3356,103.6,252.8,Plasma-A
Micro,940,1403,26.3,115.2,Ion-A
Transport,2388,3589,90.4,302.0,Plasma-A
Transport,2357,3531,112.7,283.8,Plasma-A
Transport,2550,3825,89.7,272.5,Plasma-A
Micro,959,1435,27.4,87.0,Ion-A
SUV,2045,3059,69.4,193.3,Fusion-C
Micro,1011,1519,27.4,116.2,Ion-A
Coupe,1398,2098,35.1,116.5,Ion-B
Transport,2797,4192,119.3,270.5,Plasma-A
Coupe,1400,2090,41.0,128.1,Ion-B
Transport,2378,3562,91.1,315.0,Plasma-A
Sedan,1536,2300,57.3,203.3,Fusion-B
SUV,1961,2938,67.0,227.6,Fusion-C
Coupe,1272,1915,36.2,182.5280644481887,Ion-B
Sedan,1585,2382,44.2,189.1,Fusion-B
SUV,1936,2908,73.6,252.5,Fusion-C
Transport,2700,4059,93.2,330.8,Plasma-A
Coupe,1394,2098,31.0,122.5,Ion-B
Transport,2228,3340,100.3,254.1,Plasma-A
Sedan,1555,2338,42.9,175.5,Fusion-B
Micro,955,1436,32.1,115.9,Ion-A
SUV,1857,2779,59.0,229.6,Fusion-C
Coupe,1386,2084,37.6,137.7,Ion-B
Sedan,1496,2234,57.5,143.3,Fusion-B
Transport,2416,3630,98.7,319.7,Plasma-A
Micro,1063,1603,29.8,72.6,Ion-A
Sedan,1480,2211,58.4,186.9,Fusion-B
Transport,2562,3836,115.2,300.3,Plasma-A
SUV,2094,3137,78.3,186.3,Fusion-C
Micro,954,1427,33.5,118.5,Ion-A
Sedan,1403,2106,60.6,193.1,Fusion-B
SUV,1807,2718,67.0,245.7,Fusion-C
SUV,2054,3090,70.6,193.9,Fusion-C
Micro,1071,1607,33.2,80.0,Ion-A
Micro,982,1481,30.6,124.4,Ion-A
Transport,2592,3889,76.7,182.5280644481887,Plasma-A
SUV,2083,3131,56.6,228.2,Fusion-C
Micro,947,1415,20.1,78.2,Ion-A
Transport,2579,3865,76.5,257.7,Plasma-A
Coupe,1348,2026,40.1,153.5,Ion-B
Coupe,1364,2056,39.3,125.9,Ion-B
Micro,973,1450,27.4,93.4,Ion-A
SUV,1881,2813,56.0,202.4,Fusion-C
Micro,1030,1537,33.5,115.9,Ion-A
Micro,1003,1506,34.5,182.5280644481887,Ion-A
SUV,1879,2813,70.7,244.6,Fusion-C
Coupe,1286,1934,40.4,132.7,Ion-B
Sedan,1565,2346,43.4,176.3,Fusion-B
Sedan,1475,2222,50.6,197.9,Fusion-B
SUV,1891,2835,74.0,207.8,Fusion-C
Transport,2748,4118,99.2,328.5,Plasma-A
Coupe,1255,1884,37.6,131.3,Ion-B
Sedan,1523,2286,47.7,181.1,Fusion-B
Micro,948,1432,27.4,92.6,Ion-A
Transport,2680,4027,74.5,316.0,Plasma-A
Micro,913,1373,28.2,92.5,Ion-A
Micro,995,1495,31.7,91.7,Ion-A
Sedan,1559,2331,50.9,148.2,Fusion-B
Sedan,1426,2130,50.1,175.7,Fusion-B
Micro,1045,1570,31.4,97.8,Ion-A
Transport,2611,3915,97.7,278.8,Plasma-A
Sedan,1542,2320,60.4,135.3,Fusion-B
SUV,2107,3158,69.4,216.8,Fusion-C
Sedan,1473,2206,51.4,158.4,Fusion-B
Micro,1084,1634,25.1,118.6,Ion-A
Coupe,1335,1996,37.6,110.7,Ion-B
Sedan,1557,2327,55.4,190.5,Fusion-B
Transport,2516,3764,110.0,292.9,Plasma-A
Coupe,1348,2018,37.6,138.2,Ion-B
SUV,1860,2794,74.8,190.6,Fusion-C
Coupe,1237,1864,32.3,115.4,Ion-B
Micro,971,1462,29.2,77.7,Ion-A
SUV,2033,3040,57.0,198.4,Fusion-C
SUV,1986,2978,67.3,203.0,Fusion-C
Sedan,1405,2099,53.9,168.1,Fusion-B
Micro,941,1412,30.4,112.4,Ion-A
Micro,1054,1580,25.0,81.6,Ion-A
Coupe,1247,1863,37.6,135.1,Ion-B
SUV,2100,3159,75.9,260.1,Fusion-C
SUV,2133,3196,66.0,202.3,Fusion-C
Sedan,1440,2166,43.0,181.2,Fusion-B
Micro,1002,1502,24.1,101.2,Ion-A
Micro,949,1414,33.6,108.9,Ion-A
Coupe,1341,2010,37.6,109.1,Ion-B
Coupe,1298,1938,44.1,130.2,Ion-B
Micro,984,1476,23.4,77.2,Ion-A
