car_type,car_model,engine_class,chassis_weight_kg,moment_of_inertia,engine_weight_kg,thruster_weight_kg,fuel_weight_kg,starting_fuel_kWh,fuel_type,energy_density_MJ_per_kg,mass_density_kg_per_L,total_thrust_kN,thrust_rear_kN,thrust_front_kN,thrust_side_kN,FOV_Threat_Count,Min_Distance_In_FOV,FOV_Density,FOV_Front_Cone_Threat_Count,Angle_Weighted_Density,Threats_Left_Sector,Threats_Right_Sector,Average_Threat_Angle_Offset,heading_deg,previous_heading_deg,test_id,test_date,assigned_by,mission_type,crew_status,navigation_mode,origin_station,destination_station,car_color,last_telemetry_message,ship_serial_number
Micro,Nimbus X1,Ion-A,700,0.8,137,92,257,247.5,PlasmaCell,6.7,1.3,53.3,32.0,16.0,5.3,6,4.75,0.7,0,0.06,4,1,65.6,42,88,CASE-8537-P,4025-01-22,Captain Kael,commute,automated,auto,Helion Hub,Orryx Haven,MediumVioletRed,Minor vibration detected. Monitoring systems.,CXS-8264-PD
Sedan,Stratos M2,Fusion-B,950,1.2,215,138,276,201.1,IonGel,5.2,1.1,46.9,28.1,14.1,4.7,5,5.2,0.85,0,0.57,3,0,10.5,46,93,CASE-7412-K,4025-06-04,Axel Orov,commute,automated,auto,Lunaris Port,Zenthar Relay,CornflowerBlue,Minor vibration detected. Monitoring systems.,CXS-2415-JB
Sedan,Stratos M2,Plasma-A,950,1.2,220,137,105,253.3,PlasmaCell,6.7,1.3,71.5,42.9,21.4,7.2,4,8.54,0.68,1,0.75,5,1,27.9,194,146,CASE-1885-A,4025-12-08,Commander Yulo,commute,automated,auto,Cryon Reach,Helion Hub,MediumSpringGreen,Power levels nominal. Adjusting trajectory.,CXS-3916-UD
SUV,Vortex R7,Plasma-A,1250,1.5,267,176,205,145.2,FusionCore,8.4,1.6,47.5,28.5,14.2,4.8,4,1.83,0.42,2,0.35,5,4,40.5,323,351,CASE-2692-X,4025-12-15,Axel Orov,commute,automated,auto,Cryon Reach,Orryx Haven,LemonChiffon,Re-routing due to unstable path.,CXS-3793-QF
Sedan,Stratos M2,Plasma-A,950,1.2,254,124,237,213.7,IonGel,5.2,1.1,79.8,47.9,23.9,8.0,8,5.96,0.77,2,0.09,1,2,19.6,133,16,CASE-2623-K,4025-06-23,Axel Orov,commute,automated,auto,Cerebra Ring,Helion Hub,Pink,Fuel low. Navigating around debris.,CXS-2889-OH
Micro,Nimbus X1,Fusion-B,700,0.8,162,120,221,128.0,IonGel,5.2,1.1,63.5,38.1,19.1,6.4,5,8.82,0.11,3,0.48,2,5,81.3,95,183,CASE-3022-F,4025-12-04,Dr. Calix Renner,commute,automated,auto,Helion Hub,Cerebra Ring,Plum,Re-routing due to unstable path.,CXS-6018-MA
Sedan,Stratos M2,Plasma-A,950,1.2,239,134,292,104.3,IonGel,5.2,1.1,72.4,43.4,21.7,7.2,5,6.41,0.53,3,0.3,1,4,9.7,218,137,CASE-3232-O,4025-04-09,Zara Strix,commute,automated,auto,Thalos Crossing,Cerebra Ring,Pink,Clear path confirmed. Continuing cruise.,CXS-7565-MA
Micro,Nimbus X1,Plasma-A,700,0.8,121,90,142,284.5,PlasmaCell,6.7,1.3,75.5,45.3,22.6,7.6,4,8.14,0.23,2,0.46,1,3,0.1,75,102,CASE-3519-G,4025-01-03,Marshal Keir,commute,automated,auto,Cryon Reach,Orryx Haven,LightSeaGreen,Re-routing due to unstable path.,CXS-3819-YW
SUV,Vortex R7,Ion-A,1250,1.5,289,145,160,271.6,IonGel,5.2,1.1,57.5,34.5,17.2,5.8,5,1.9,0.59,3,0.7,3,5,33.9,237,124,CASE-9459-D,4025-08-06,Captain Kael,commute,automated,auto,Cryon Reach,Orryx Haven,WhiteSmoke,Power levels nominal. Adjusting trajectory.,CXS-2569-FL
SUV,Vortex R7,Fusion-B,1250,1.5,266,160,202,254.7,IonGel,5.2,1.1,75.9,45.5,22.8,7.6,0,3.0,0.65,1,0.37,2,4,74.1,312,306,CASE-3228-O,4025-11-24,Captain Kael,commute,automated,auto,Cerebra Ring,Vega Spire,DarkOrange,Clear path confirmed. Continuing cruise.,CXS-7523-IV
Sedan,Stratos M2,Fusion-B,950,1.2,209,108,148,108.8,FusionCore,8.4,1.6,52.1,31.3,15.6,5.2,4,3.8,0.71,3,0.03,3,1,14.7,349,264,CASE-8646-U,4025-07-05,Zara Strix,commute,automated,auto,Vega Spire,Helion Hub,Maroon,Fuel low. Navigating around debris.,CXS-2743-TM
SUV,Vortex R7,Plasma-A,1250,1.5,260,162,287,120.3,PlasmaCell,6.7,1.3,74.5,44.7,22.3,7.5,6,7.18,0.11,5,0.96,3,3,69.4,155,217,CASE-6431-S,4025-10-17,Captain Kael,commute,automated,auto,Lunaris Port,Orryx Haven,DarkOrange,Fuel low. Navigating around debris.,CXS-5237-LL
Micro,Nimbus X1,Fusion-B,700,0.8,160,87,215,200.4,PlasmaCell,6.7,1.3,71.2,42.7,21.4,7.1,6,8.83,0.17,0,0.34,5,4,23.2,263,314,CASE-2826-V,4025-09-25,Marshal Keir,commute,automated,auto,Helion Hub,Vega Spire,Lime,Clear path confirmed. Continuing cruise.,CXS-8454-TS
SUV,Vortex R7,Ion-A,1250,1.5,256,169,110,124.3,FusionCore,8.4,1.6,59.6,35.8,17.9,6.0,4,7.9,0.12,2,0.18,2,3,1.6,166,152,CASE-2194-K,4025-07-11,Captain Kael,commute,automated,auto,Helion Hub,Lunaris Port,DarkOrchid,Re-routing due to unstable path.,CXS-1583-HJ
Micro,Nimbus X1,Ion-A,700,0.8,127,102,109,206.3,PlasmaCell,6.7,1.3,55.8,33.5,16.7,5.6,7,4.88,0.35,3,0.69,1,5,73.8,291,234,CASE-2999-L,4025-12-05,Elia Vorn,commute,automated,auto,Orryx Haven,Vega Spire,DarkTurquoise,Fuel low. Navigating around debris.,CXS-1665-QM
Sedan,Stratos M2,Fusion-B,950,1.2,221,123,137,221.9,IonGel,5.2,1.1,69.0,41.4,20.7,6.9,4,4.8,0.12,5,0.26,5,5,79.5,221,59,CASE-9771-E,4025-11-24,Elia Vorn,commute,automated,auto,Vega Spire,Cerebra Ring,OliveDrab,Re-routing due to unstable path.,CXS-4139-NF
Micro,Nimbus X1,Fusion-B,700,0.8,136,99,231,207.8,PlasmaCell,6.7,1.3,71.7,43.0,21.5,7.2,2,3.49,0.7,4,0.4,1,5,25.6,2,208,CASE-8804-W,4025-07-09,Commander Yulo,commute,automated,auto,Lunaris Port,Helion Hub,ForestGreen,Fuel low. Navigating around debris.,CXS-4393-RF
Sedan,Stratos M2,Fusion-B,950,1.2,233,142,170,153.4,IonGel,5.2,1.1,64.0,38.4,19.2,6.4,5,2.99,0.65,5,0.71,3,4,37.9,304,168,CASE-4732-E,4025-01-23,Tamsin Ryx,commute,automated,auto,Helion Hub,Vega Spire,GhostWhite,Fuel low. Navigating around debris.,CXS-9871-KO
SUV,Vortex R7,Plasma-A,1250,1.5,310,199,103,168.6,PlasmaCell,6.7,1.3,52.8,31.7,15.8,5.3,2,7.06,0.33,0,0.66,4,0,56.8,287,176,CASE-878-L,4025-04-18,Commander Yulo,commute,automated,auto,Thalos Crossing,Orryx Haven,Aqua,Clear path confirmed. Continuing cruise.,CXS-2361-PE
Sedan,Stratos M2,Ion-A,950,1.2,247,123,174,250.2,FusionCore,8.4,1.6,58.1,34.9,17.4,5.8,5,6.08,0.47,0,0.75,2,4,67.0,120,192,CASE-6290-R,4025-10-06,Marshal Keir,commute,automated,auto,Thalos Crossing,Lunaris Port,Tan,Minor vibration detected. Monitoring systems.,CXS-9807-UP
Sedan,Stratos M2,Fusion-B,950,1.2,228,138,124,179.1,IonGel,5.2,1.1,48.5,29.1,14.5,4.9,8,4.68,0.78,3,0.9,2,2,69.3,322,54,CASE-8056-N,4025-12-13,Marshal Keir,commute,automated,auto,Vega Spire,Zenthar Relay,Red,Fuel low. Navigating around debris.,CXS-6206-PF
Micro,Nimbus X1,Ion-A,700,0.8,154,114,157,271.8,FusionCore,8.4,1.6,59.8,35.9,17.9,6.0,4,1.03,0.85,3,0.66,5,0,34.5,334,214,CASE-9263-A,4025-03-13,Commander Yulo,commute,automated,auto,Thalos Crossing,Zenthar Relay,Indigo,Fuel low. Navigating around debris.,CXS-7852-JB
SUV,Vortex R7,Fusion-B,1250,1.5,274,180,258,144.8,IonGel,5.2,1.1,64.4,38.6,19.3,6.4,2,6.12,0.52,0,0.95,0,5,54.1,334,199,CASE-3683-R,4025-10-08,Dr. Calix Renner,commute,automated,auto,Vega Spire,Cerebra Ring,LightSlateGray,Re-routing due to unstable path.,CXS-9377-FY
Sedan,Stratos M2,Fusion-B,950,1.2,200,129,285,274.9,FusionCore,8.4,1.6,47.0,28.2,14.1,4.7,3,6.2,0.51,5,0.6,1,1,87.6,256,328,CASE-9267-X,4025-02-01,Marshal Keir,commute,automated,auto,Cryon Reach,Helion Hub,Snow,Re-routing due to unstable path.,CXS-2821-RQ
Micro,Nimbus X1,Ion-A,700,0.8,173,101,162,192.4,IonGel,5.2,1.1,78.5,47.1,23.6,7.9,6,9.62,0.9,4,0.12,4,5,89.0,12,224,CASE-9383-D,4025-02-26,Commander Yulo,commute,automated,auto,Lunaris Port,Cerebra Ring,LightGreen,Clear path confirmed. Continuing cruise.,CXS-8877-YR
Micro,Nimbus X1,Fusion-B,700,0.8,123,98,285,253.8,FusionCore,8.4,1.6,54.5,32.7,16.3,5.5,4,7.82,0.62,0,0.72,2,3,59.1,72,124,CASE-8880-Y,4025-03-28,Elia Vorn,commute,automated,auto,Thalos Crossing,Cerebra Ring,BlueViolet,Power levels nominal. Adjusting trajectory.,CXS-8906-YX
Sedan,Stratos M2,Fusion-B,950,1.2,213,106,264,238.7,FusionCore,8.4,1.6,58.3,35.0,17.5,5.8,7,3.98,0.51,2,0.57,4,0,68.5,75,267,CASE-8951-G,4025-05-23,Axel Orov,commute,automated,auto,Thalos Crossing,Cryon Reach,Peru,Re-routing due to unstable path.,CXS-5725-DX
Sedan,Stratos M2,Plasma-A,950,1.2,208,123,192,242.8,PlasmaCell,6.7,1.3,52.3,31.4,15.7,5.2,2,7.69,0.73,1,0.61,3,2,57.3,14,108,CASE-4055-J,4025-11-10,Commander Yulo,commute,automated,auto,Orryx Haven,Zenthar Relay,BlanchedAlmond,Clear path confirmed. Continuing cruise.,CXS-5963-OI
Sedan,Stratos M2,Fusion-B,950,1.2,254,100,193,244.2,FusionCore,8.4,1.6,69.8,41.9,20.9,7.0,8,3.83,0.44,3,0.65,4,3,15.8,194,7,CASE-1425-O,4025-11-05,Marshal Keir,commute,automated,auto,Cerebra Ring,Thalos Crossing,DarkOrchid,Re-routing due to unstable path.,CXS-2060-YZ
SUV,Vortex R7,Ion-A,1250,1.5,278,159,157,130.0,IonGel,5.2,1.1,64.3,38.6,19.3,6.4,0,8.56,0.86,4,0.9,5,1,32.7,16,204,CASE-3438-Z,4025-08-19,Captain Kael,commute,automated,auto,Vega Spire,Cryon Reach,MediumVioletRed,Clear path confirmed. Continuing cruise.,CXS-2619-WT
SUV,Vortex R7,Plasma-A,1250,1.5,314,144,241,292.3,FusionCore,8.4,1.6,73.9,44.3,22.2,7.4,3,3.3,0.77,5,0.94,1,1,62.1,233,90,CASE-7015-F,4025-09-08,Commander Yulo,commute,automated,auto,Vega Spire,Lunaris Port,DarkSlateGray,Minor vibration detected. Monitoring systems.,CXS-1659-ZG
Micro,Nimbus X1,Ion-A,700,0.8,137,115,123,248.6,FusionCore,8.4,1.6,69.3,41.6,20.8,6.9,3,6.27,0.62,3,0.1,0,2,71.1,37,100,CASE-972-S,4025-04-08,Axel Orov,commute,automated,auto,Vega Spire,Orryx Haven,MediumVioletRed,Power levels nominal. Adjusting trajectory.,CXS-8836-RI
Sedan,Stratos M2,Plasma-A,950,1.2,236,105,150,120.0,FusionCore,8.4,1.6,63.6,38.2,19.1,6.4,1,7.48,0.5,5,0.19,5,4,68.0,0,128,CASE-8827-F,4025-07-28,Dr. Calix Renner,commute,automated,auto,Thalos Crossing,Zenthar Relay,MediumBlue,Minor vibration detected. Monitoring systems.,CXS-7671-WJ
Micro,Nimbus X1,Fusion-B,700,0.8,137,111,145,165.7,PlasmaCell,6.7,1.3,59.3,35.6,17.8,5.9,8,3.78,0.5,1,0.49,2,4,42.3,83,91,CASE-9383-I,4025-11-18,Captain Kael,commute,automated,auto,Zenthar Relay,Cryon Reach,Thistle,Re-routing due to unstable path.,CXS-2074-VD
SUV,Vortex R7,Ion-A,1250,1.5,336,159,213,168.5,IonGel,5.2,1.1,67.5,40.5,20.2,6.8,8,3.75,0.79,3,0.1,2,4,18.9,344,79,CASE-6743-B,4025-04-10,Elia Vorn,commute,automated,auto,Orryx Haven,Cryon Reach,LightSalmon,Fuel low. Navigating around debris.,CXS-6304-UE
Sedan,Stratos M2,Plasma-A,950,1.2,204,149,143,270.5,FusionCore,8.4,1.6,64.4,38.6,19.3,6.4,4,3.06,0.34,2,0.37,2,2,65.4,161,230,CASE-2174-H,4025-07-25,Commander Yulo,commute,automated,auto,Orryx Haven,Helion Hub,DarkViolet,Minor vibration detected. Monitoring systems.,CXS-6046-WK
SUV,Vortex R7,Ion-A,1250,1.5,322,165,101,252.4,FusionCore,8.4,1.6,56.2,33.7,16.9,5.6,3,2.88,0.75,2,0.83,0,2,38.5,195,166,CASE-6434-P,4025-05-01,Marshal Keir,commute,automated,auto,Cerebra Ring,Helion Hub,DarkTurquoise,Clear path confirmed. Continuing cruise.,CXS-4267-SU
Sedan,Stratos M2,Fusion-B,950,1.2,259,132,170,121.4,FusionCore,8.4,1.6,49.7,29.8,14.9,5.0,7,3.25,0.99,4,0.38,0,0,57.6,141,275,CASE-6786-M,4025-11-13,Commander Yulo,commute,automated,auto,Helion Hub,Thalos Crossing,RoyalBlue,Power levels nominal. Adjusting trajectory.,CXS-7053-CU
SUV,Vortex R7,Ion-A,1250,1.5,286,147,134,276.2,FusionCore,8.4,1.6,43.0,25.8,12.9,4.3,3,6.06,0.49,2,0.57,5,2,50.1,149,353,CASE-6600-Q,4025-05-19,Marshal Keir,commute,automated,auto,Cerebra Ring,Orryx Haven,LightSeaGreen,Minor vibration detected. Monitoring systems.,CXS-1358-WL
Sedan,Stratos M2,Fusion-B,950,1.2,188,150,282,247.8,PlasmaCell,6.7,1.3,78.3,47.0,23.5,7.8,3,5.15,0.4,5,0.97,2,2,54.3,11,71,CASE-7996-K,4025-06-15,Tamsin Ryx,commute,automated,auto,Helion Hub,Thalos Crossing,AliceBlue,Fuel low. Navigating around debris.,CXS-2952-YX
Micro,Nimbus X1,Ion-A,700,0.8,146,107,224,259.6,FusionCore,8.4,1.6,73.3,44.0,22.0,7.3,8,8.86,0.39,4,0.49,4,2,57.1,38,289,CASE-7511-U,4025-07-02,Dr. Calix Renner,commute,automated,auto,Lunaris Port,Helion Hub,MintCream,Minor vibration detected. Monitoring systems.,CXS-2509-CZ
Micro,Nimbus X1,Plasma-A,700,0.8,169,87,140,259.7,PlasmaCell,6.7,1.3,73.9,44.3,22.2,7.4,4,5.19,0.9,5,0.15,2,0,16.4,294,173,CASE-6516-G,4025-11-14,Tamsin Ryx,commute,automated,auto,Vega Spire,Thalos Crossing,Pink,Power levels nominal. Adjusting trajectory.,CXS-8439-GP
Micro,Nimbus X1,Fusion-B,700,0.8,169,107,202,214.9,IonGel,5.2,1.1,40.3,24.2,12.1,4.0,2,3.33,0.3,5,0.77,4,3,58.8,102,294,CASE-5289-J,4025-06-14,Dr. Calix Renner,commute,automated,auto,Cerebra Ring,Lunaris Port,MediumSlateBlue,Fuel low. Navigating around debris.,CXS-6810-RS
Micro,Nimbus X1,Ion-A,700,0.8,175,116,148,254.6,IonGel,5.2,1.1,48.2,28.9,14.5,4.8,0,8.02,0.59,0,0.33,2,1,59.2,103,155,CASE-9275-P,4025-10-28,Dr. Calix Renner,commute,automated,auto,Orryx Haven,Vega Spire,MediumSpringGreen,Minor vibration detected. Monitoring systems.,CXS-3675-VY
SUV,Vortex R7,Ion-A,1250,1.5,284,154,297,171.1,IonGel,5.2,1.1,45.5,27.3,13.7,4.5,3,4.42,0.5,3,0.2,3,4,73.3,47,89,CASE-752-D,4025-08-28,Zara Strix,commute,automated,auto,Thalos Crossing,Vega Spire,Salmon,Power levels nominal. Adjusting trajectory.,CXS-9301-AD
Micro,Nimbus X1,Ion-A,700,0.8,166,113,141,251.3,IonGel,5.2,1.1,44.8,26.9,13.4,4.5,1,8.2,0.42,2,0.51,3,0,0.7,215,204,CASE-7230-O,4025-04-07,Captain Kael,commute,automated,auto,Thalos Crossing,Helion Hub,AliceBlue,Clear path confirmed. Continuing cruise.,CXS-2639-NG
SUV,Vortex R7,Plasma-A,1250,1.5,296,200,116,186.8,FusionCore,8.4,1.6,73.9,44.3,22.2,7.4,4,7.57,0.91,0,0.14,1,1,50.8,65,265,CASE-2161-U,4025-08-01,Elia Vorn,commute,automated,auto,Zenthar Relay,Cryon Reach,LimeGreen,Clear path confirmed. Continuing cruise.,CXS-3551-FI
Sedan,Stratos M2,Ion-A,950,1.2,240,148,115,219.2,IonGel,5.2,1.1,48.4,29.0,14.5,4.8,2,9.43,0.97,5,0.81,5,1,32.9,56,83,CASE-5905-I,4025-07-06,Zara Strix,commute,automated,auto,Zenthar Relay,Helion Hub,DarkBlue,Fuel low. Navigating around debris.,CXS-1491-LV
SUV,Vortex R7,Plasma-A,1250,1.5,276,159,260,174.6,FusionCore,8.4,1.6,73.7,44.2,22.1,7.4,0,7.61,0.23,3,0.05,3,4,65.0,86,80,CASE-2711-B,4025-01-16,Dr. Calix Renner,commute,automated,auto,Helion Hub,Lunaris Port,Orchid,Re-routing due to unstable path.,CXS-2640-UJ
Sedan,Stratos M2,Plasma-A,950,1.2,224,114,207,297.6,IonGel,5.2,1.1,44.5,26.7,13.3,4.5,0,3.8,0.52,2,0.13,5,4,32.9,314,342,CASE-3836-N,4025-10-26,Commander Yulo,commute,automated,auto,Thalos Crossing,Cerebra Ring,DarkGoldenRod,Fuel low. Navigating around debris.,CXS-2579-WD
SUV,Vortex R7,Ion-A,1250,1.5,313,187,150,125.2,PlasmaCell,6.7,1.3,60.6,36.4,18.2,6.1,4,8.98,0.19,1,0.25,5,5,27.1,236,342,CASE-3496-P,4025-12-13,Elia Vorn,commute,automated,auto,Orryx Haven,Cryon Reach,Crimson,Power levels nominal. Adjusting trajectory.,CXS-9518-ES
Micro,Nimbus X1,Ion-A,700,0.8,156,97,183,184.4,IonGel,5.2,1.1,66.4,39.8,19.9,6.6,2,6.71,0.85,1,0.16,2,0,51.5,247,176,CASE-8510-V,4025-03-01,Dr. Calix Renner,commute,automated,auto,Lunaris Port,Cerebra Ring,Red,Fuel low. Navigating around debris.,CXS-4076-AA
Micro,Nimbus X1,Plasma-A,700,0.8,175,116,215,298.5,FusionCore,8.4,1.6,58.1,34.9,17.4,5.8,8,9.31,0.4,1,0.26,3,4,41.1,49,342,CASE-5629-D,4025-11-25,Elia Vorn,commute,automated,auto,Zenthar Relay,Thalos Crossing,Peru,Re-routing due to unstable path.,CXS-6609-WE
Micro,Nimbus X1,Fusion-B,700,0.8,136,84,209,228.5,FusionCore,8.4,1.6,78.6,47.2,23.6,7.9,8,7.41,0.21,2,0.31,3,4,88.6,42,258,CASE-1160-H,4025-02-04,Tamsin Ryx,commute,automated,auto,Orryx Haven,Vega Spire,OliveDrab,Clear path confirmed. Continuing cruise.,CXS-3991-CX
SUV,Vortex R7,Ion-A,1250,1.5,315,152,274,144.4,IonGel,5.2,1.1,40.7,24.4,12.2,4.1,3,7.24,1.0,1,0.37,0,5,14.9,324,316,CASE-1690-K,4025-06-18,Dr. Calix Renner,commute,automated,auto,Helion Hub,Orryx Haven,NavajoWhite,Minor vibration detected. Monitoring systems.,CXS-4707-JE
Micro,Nimbus X1,Fusion-B,700,0.8,129,114,208,271.7,PlasmaCell,6.7,1.3,51.1,30.7,15.3,5.1,7,3.9,0.75,2,0.0,2,5,50.0,159,106,CASE-2181-U,4025-07-16,Zara Strix,commute,automated,auto,Cerebra Ring,Zenthar Relay,DarkTurquoise,Minor vibration detected. Monitoring systems.,CXS-2094-CQ
Sedan,Stratos M2,Plasma-A,950,1.2,232,108,223,264.5,IonGel,5.2,1.1,70.6,42.4,21.2,7.1,3,3.24,0.42,1,0.96,2,1,80.3,63,299,CASE-138-T,4025-07-19,Marshal Keir,commute,automated,auto,Cryon Reach,Cerebra Ring,FireBrick,Clear path confirmed. Continuing cruise.,CXS-3487-OL
Sedan,Stratos M2,Plasma-A,950,1.2,236,109,170,252.1,PlasmaCell,6.7,1.3,40.4,24.2,12.1,4.0,7,3.69,0.21,5,0.61,1,0,79.2,174,139,CASE-3490-U,4025-08-08,Elia Vorn,commute,automated,auto,Vega Spire,Zenthar Relay,DeepPink,Minor vibration detected. Monitoring systems.,CXS-1671-NT
SUV,Vortex R7,Plasma-A,1250,1.5,282,147,219,185.2,PlasmaCell,6.7,1.3,46.7,28.0,14.0,4.7,5,3.17,0.86,3,0.84,3,3,5.1,53,143,CASE-7248-G,4025-02-03,Tamsin Ryx,commute,automated,auto,Thalos Crossing,Zenthar Relay,DarkCyan,Minor vibration detected. Monitoring systems.,CXS-5519-DE
SUV,Vortex R7,Ion-A,1250,1.5,331,172,207,233.4,FusionCore,8.4,1.6,50.0,30.0,15.0,5.0,7,3.18,0.55,4,0.43,2,0,89.8,249,287,CASE-9659-X,4025-12-26,Dr. Calix Renner,commute,automated,auto,Helion Hub,Vega Spire,OliveDrab,Power levels nominal. Adjusting trajectory.,CXS-7157-LN
Micro,Nimbus X1,Fusion-B,700,0.8,153,104,254,121.6,IonGel,5.2,1.1,73.5,44.1,22.1,7.4,6,8.34,0.75,0,0.35,3,3,51.6,267,19,CASE-2290-H,4025-11-23,Captain Kael,commute,automated,auto,Vega Spire,Cryon Reach,LightSalmon,Minor vibration detected. Monitoring systems.,CXS-7532-UC
Micro,Nimbus X1,Ion-A,700,0.8,167,107,106,143.2,PlasmaCell,6.7,1.3,47.2,28.3,14.2,4.7,7,8.64,0.33,5,0.34,1,2,40.1,24,166,CASE-9066-T,4025-01-24,Axel Orov,commute,automated,auto,Helion Hub,Vega Spire,LightSkyBlue,Clear path confirmed. Continuing cruise.,CXS-8507-YW
Micro,Nimbus X1,Ion-A,700,0.8,160,96,153,211.7,IonGel,5.2,1.1,74.5,44.7,22.3,7.5,1,4.0,0.65,5,0.81,1,2,74.6,51,46,CASE-4942-G,4025-08-28,Captain Kael,commute,automated,auto,Helion Hub,Cerebra Ring,Tomato,Fuel low. Navigating around debris.,CXS-7652-TQ
SUV,Vortex R7,Ion-A,1250,1.5,329,171,147,251.3,PlasmaCell,6.7,1.3,48.1,28.9,14.4,4.8,2,9.63,0.39,0,0.19,2,4,63.0,286,151,CASE-6418-J,4025-06-25,Captain Kael,commute,automated,auto,Thalos Crossing,Helion Hub,CadetBlue,Clear path confirmed. Continuing cruise.,CXS-9818-ZZ
Sedan,Stratos M2,Ion-A,950,1.2,230,139,119,139.7,PlasmaCell,6.7,1.3,43.6,26.2,13.1,4.4,6,2.2,0.45,5,0.81,2,4,51.3,42,165,CASE-8108-M,4025-09-12,Marshal Keir,commute,automated,auto,Cerebra Ring,Zenthar Relay,DarkOliveGreen,Re-routing due to unstable path.,CXS-4683-HP
SUV,Vortex R7,Plasma-A,1250,1.5,255,155,139,233.5,PlasmaCell,6.7,1.3,51.0,30.6,15.3,5.1,3,2.31,0.37,0,0.86,3,3,37.3,282,290,CASE-9730-C,4025-04-15,Tamsin Ryx,commute,automated,auto,Thalos Crossing,Cryon Reach,Wheat,Fuel low. Navigating around debris.,CXS-4149-AL
SUV,Vortex R7,Fusion-B,1250,1.5,273,194,248,179.9,PlasmaCell,6.7,1.3,63.0,37.8,18.9,6.3,5,9.1,0.94,2,0.54,0,5,12.1,359,126,CASE-2162-M,4025-07-12,Captain Kael,commute,automated,auto,Cerebra Ring,Zenthar Relay,PeachPuff,Re-routing due to unstable path.,CXS-9819-LR
Micro,Nimbus X1,Plasma-A,700,0.8,128,86,281,195.1,PlasmaCell,6.7,1.3,52.5,31.5,15.8,5.2,0,5.14,0.49,4,0.44,1,0,50.4,286,332,CASE-2830-Y,4025-05-19,Tamsin Ryx,commute,automated,auto,Cryon Reach,Helion Hub,SeaShell,Clear path confirmed. Continuing cruise.,CXS-1942-YC
SUV,Vortex R7,Ion-A,1250,1.5,311,195,137,112.8,PlasmaCell,6.7,1.3,54.2,32.5,16.3,5.4,2,9.88,0.29,3,0.31,5,5,27.4,119,291,CASE-9623-C,4025-12-25,Commander Yulo,commute,automated,auto,Zenthar Relay,Lunaris Port,Aquamarine,Clear path confirmed. Continuing cruise.,CXS-9322-IG
SUV,Vortex R7,Ion-A,1250,1.5,268,189,274,217.4,PlasmaCell,6.7,1.3,74.5,44.7,22.3,7.5,8,4.72,0.25,1,0.25,4,1,75.2,15,332,CASE-990-Z,4025-10-03,Elia Vorn,commute,automated,auto,Lunaris Port,Helion Hub,Orchid,Power levels nominal. Adjusting trajectory.,CXS-9109-QJ
Micro,Nimbus X1,Plasma-A,700,0.8,127,101,124,289.2,IonGel,5.2,1.1,63.0,37.8,18.9,6.3,4,4.2,0.74,2,0.5,1,2,36.1,116,179,CASE-8209-Y,4025-03-04,Marshal Keir,commute,automated,auto,Cerebra Ring,Thalos Crossing,PapayaWhip,Re-routing due to unstable path.,CXS-2336-NW
SUV,Vortex R7,Fusion-B,1250,1.5,307,188,234,151.6,IonGel,5.2,1.1,75.2,45.1,22.6,7.5,0,1.04,0.45,0,0.8,4,4,33.7,35,88,CASE-1350-U,4025-01-17,Elia Vorn,commute,automated,auto,Lunaris Port,Helion Hub,WhiteSmoke,Fuel low. Navigating around debris.,CXS-4088-RT
Micro,Nimbus X1,Ion-A,700,0.8,159,111,237,143.7,IonGel,5.2,1.1,53.8,32.3,16.1,5.4,2,5.57,0.83,3,0.03,0,4,79.9,61,159,CASE-4546-C,4025-12-28,Marshal Keir,commute,automated,auto,Orryx Haven,Helion Hub,Magenta,Clear path confirmed. Continuing cruise.,CXS-5774-CQ
Sedan,Stratos M2,Ion-A,950,1.2,224,143,251,203.7,IonGel,5.2,1.1,76.0,45.6,22.8,7.6,8,8.49,0.81,0,0.67,0,2,22.2,72,122,CASE-2545-R,4025-06-15,Marshal Keir,commute,automated,auto,Thalos Crossing,Cryon Reach,MediumOrchid,Minor vibration detected. Monitoring systems.,CXS-9040-MS
Sedan,Stratos M2,Plasma-A,950,1.2,231,102,115,283.3,FusionCore,8.4,1.6,76.8,46.1,23.0,7.7,4,3.88,0.5,1,0.29,5,3,36.4,193,42,CASE-1083-J,4025-11-07,Zara Strix,commute,automated,auto,Vega Spire,Helion Hub,PowderBlue,Minor vibration detected. Monitoring systems.,CXS-9035-XH
Sedan,Stratos M2,Ion-A,950,1.2,242,106,243,196.8,FusionCore,8.4,1.6,55.6,33.4,16.7,5.6,1,3.76,0.63,4,0.54,5,2,66.5,273,14,CASE-4005-C,4025-01-07,Dr. Calix Renner,commute,automated,auto,Thalos Crossing,Zenthar Relay,PowderBlue,Minor vibration detected. Monitoring systems.,CXS-1773-DO
SUV,Vortex R7,Plasma-A,1250,1.5,299,152,237,110.5,FusionCore,8.4,1.6,73.0,43.8,21.9,7.3,7,9.55,0.9,5,0.32,5,1,44.6,292,327,CASE-9975-B,4025-04-04,Captain Kael,commute,automated,auto,Cerebra Ring,Orryx Haven,Magenta,Power levels nominal. Adjusting trajectory.,CXS-1255-VX
